"geolocation_zip_code_prefix","geolocation_lat","geolocation_lng","geolocation_city","geolocation_state"
"01046",-23.54639669248079,-46.643059340556235,sao paulo,SP
"01005",-23.54961248124544,-46.63653202553522,sao paulo,SP
"01048",-23.547634911449112,-46.641159240637045,sao paulo,SP
"01006",-23.5495063030758,-46.63622549584506,sao paulo,SP
"01042",-23.54489962363675,-46.640276094494844,sao paulo,SP
"01041",-23.544598893415696,-46.63915216818633,sao paulo,SP
"01021",-23.539256999999992,-46.632081503895144,sao paulo,SP
"01004",-23.54939361948181,-46.634950659876445,sao paulo,SP
"01017",-23.548851827918533,-46.63120714847948,sao paulo,SP
"01006",-23.5504842536788,-46.63570293588782,sao paulo,SP
"01048",-23.547555944197693,-46.64073632445609,sao paulo,SP
"01046",-23.54675842186512,-46.64577102790114,sao paulo,SP
"01026",-23.539439503750902,-46.63306386663973,sao paulo,SP
"01011",-23.546690486964888,-46.635446958807194,são paulo,SP
"01009",-23.54693540437998,-46.63658792659698,sao paulo,SP
"01042",-23.54504537246811,-46.640187927145234,são paulo,SP
"01026",-23.53984025062037,-46.6302639919499,sao paulo,SP
"01036",-23.541700023861782,-46.64131782056096,sao paulo,SP
"01020",-23.552482452132203,-46.62938955675458,sao paulo,SP
"01007",-23.550392524842728,-46.637301640717844,sao paulo,SP
"01050",-23.54891736303305,-46.642520665704815,são paulo,SP
"01013",-23.546420999999995,-46.63436151110851,sao paulo,SP
"01023",-23.541081532632955,-46.63084531784219,são paulo,SP
"01040",-23.540111706359262,-46.63701681043339,sao paulo,SP
"01020",-23.55221844546711,-46.628131049541224,sao paulo,SP
"01046",-23.54535489177092,-46.644014321801684,são paulo,SP
"01042",-23.545051649171974,-46.64007245239201,sao paulo,SP
"01036",-23.54045127670386,-46.64357021994927,sao paulo,SP
"01003",-23.549083261659398,-46.63486400979368,são paulo,SP
"01041",-23.54320753981771,-46.64090617831388,são paulo,SP
"01020",-23.55140820483005,-46.62918062378098,sao paulo,SP
"01027",-23.537909232298507,-46.632375550233725,sao paulo,SP
"01019",-23.551500510127546,-46.63131236649549,sao paulo,SP
"01042",-23.5448295725663,-46.640353568959625,sao paulo,SP
"01050",-23.549773516504185,-46.64559900666509,são paulo,SP
"01038",-23.545100693029053,-46.64157805482135,sao paulo,SP
"01021",-23.544184662502165,-46.63264375243805,sao paulo,SP
"01004",-23.549534948092827,-46.63430666833054,sao paulo,SP
"01010",-23.546519675543916,-46.63537497475324,sao paulo,SP
"01032",-23.537019709129215,-46.63435857175824,sao paulo,SP
"01046",-23.546081127035535,-46.64482029837157,sao paulo,SP
"01020",-23.55254746378896,-46.63038052553523,sao paulo,SP
"01032",-23.5398418758395,-46.63514797691531,sao paulo,SP
"01046",-23.546817419095163,-46.64537999999999,sao paulo,SP
"01012",-23.54711929087078,-46.63488111172018,sao paulo,SP
"01010",-23.545361513938836,-46.6346895341229,sao paulo,SP
"01047",-23.54561984263372,-46.640326243407,sao paulo,SP
"01031",-23.544207,-46.63628100000001,sao paulo,SP
"01024",-23.541389521053937,-46.629899087812184,são paulo,SP
"01020",-23.55223547100232,-46.6284406588955,sao paulo,SP
"01003",-23.5489755545329,-46.63532199708581,sao paulo,SP
"01047",-23.546444292515563,-46.6416031999826,sao paulo,SP
"01027",-23.538670334439413,-46.62934557285476,sao paulo,SP
"01050",-23.549847516244395,-46.64562246058632,sao paulo,SP
"01050",-23.548722622251763,-46.64376241424774,sao paulo,SP
"01050",-23.548722622251763,-46.64376241424774,sao paulo,SP
"01020",-23.55223547100232,-46.6284406588955,sao paulo,SP
"01004",-23.54918138051819,-46.63482185844542,sao paulo,SP
"01042",-23.545394591176624,-46.63971870122335,sao paulo,SP
"01048",-23.546908131282798,-46.63939590146579,sao paulo,SP
"01046",-23.545368575913177,-46.64318283002467,sao paulo,SP
"01049",-23.54530659310986,-46.636994571065735,sao paulo,SP
"01020",-23.55223547100232,-46.6284406588955,sao paulo,SP
"01037",-23.54562128115268,-46.63929204800168,sao paulo,SP
"01002",-23.548551065785627,-46.63507239078997,sao paulo,SP
"01009",-23.54569153926945,-46.635866061486446,sao paulo,SP
"01002",-23.54813706578562,-46.63590489078997,sao paulo,SP
"01042",-23.545394591176624,-46.63971870122335,sao paulo,SP
"01017",-23.55001091199737,-46.63116636914989,sao paulo,SP
"01001",-23.551336655288804,-46.63402699777831,sao paulo,SP
"01042",-23.544873598101518,-46.64030309449483,são paulo,SP
"01050",-23.54985418067981,-46.643139396906825,sao paulo,SP
"01013",-23.547235274770614,-46.63421063390853,sao paulo,SP
"01033",-23.538010693865772,-46.63601039162669,sao paulo,SP
"01003",-23.548960477927228,-46.63617216180967,sao paulo,SP
"01010",-23.545657005828375,-46.63457024562871,sao paulo,SP
"01007",-23.550776601448405,-46.63639141479597,sao paulo,SP
"01020",-23.551192393559933,-46.62828994310116,sao paulo,SP
"01029",-23.540886,-46.632850485573286,sao paulo,SP
"01023",-23.541866885913883,-46.631416656818026,sao paulo,SP
"01036",-23.543961695799023,-46.63725596557798,sao paulo,SP
"01032",-23.54159273604942,-46.63525058950317,sao paulo,SP
"01042",-23.54405175852623,-46.641353894108185,sao paulo,SP
"01037",-23.54580760698832,-46.639602292544225,sao paulo,SP
"01016",-23.549283671100515,-46.631484900917506,sao paulo,SP
"01048",-23.547052131282804,-46.639477959749584,são paulo,SP
"01025",-23.54040852242101,-46.63149317466289,são paulo,SP
"01008",-23.54481303802871,-46.63517842186512,sao paulo,SP
"01042",-23.545949119754194,-46.64038040172743,sao paulo,SP
"01004",-23.54918138051819,-46.63482185844542,sao paulo,SP
"01030",-23.53652807216227,-46.633023105459124,sao paulo,SP
"01021",-23.54516769470249,-46.632248679583284,sao paulo,SP
"01014",-23.545948945322863,-46.63350149901904,sao paulo,SP
"01047",-23.546444292515563,-46.6416031999826,são paulo,SP
"01050",-23.548470601708207,-46.64047556564139,sao paulo,SP
"01030",-23.54365790536092,-46.6335452993249,são paulo,SP
"01015",-23.54956898779498,-46.62908488080666,sao paulo,SP
"01014",-23.54636265277865,-46.633676400917516,sao paulo,SP
"01042",-23.543774559813013,-46.64177212614691,sao paulo,SP
"01004",-23.55046690313923,-46.63523313973692,sao paulo,SP
"01030",-23.53652807216227,-46.633023105459124,são paulo,SP
"01033",-23.542949999999962,-46.63529999999997,sao paulo,SP
"01020",-23.552533361648077,-46.62960898251487,sao paulo,SP
"01030",-23.53652807216227,-46.633023105459124,sao paulo,SP
"01020",-23.551854317790983,-46.62920011656761,sao paulo,SP
"01028",-23.536250716631045,-46.63202803358529,sao paulo,SP
"01020",-23.5523765589763,-46.629291892174955,sao paulo,SP
"01046",-23.54639669248079,-46.643059340556235,sao paulo,SP
"01036",-23.543825637515205,-46.637489965577984,sao paulo,SP
"01048",-23.547052131282804,-46.639477959749584,sao paulo,SP
"01027",-23.537946206763287,-46.63220455023373,sao paulo,SP
"01021",-23.544870139332875,-46.632376895377604,sao paulo,SP
"01033",-23.54032130474925,-46.636394815973325,são paulo,SP
"01020",-23.552533361648077,-46.62960898251487,sao paulo,SP
"01007",-23.55092535858965,-46.63591116180967,sao paulo,SP
"01031",-23.542520789115148,-46.63533516134283,sao paulo,SP
"01036",-23.541700023861782,-46.64131782056096,sao paulo,SP
"01046",-23.54532011933758,-46.64406863434122,sao paulo,SP
"01035",-23.54098377450212,-46.642568531063326,sao paulo,SP
"01036",-23.542828083530566,-46.63939930668248,sao paulo,SP
"01045",-23.54275397723474,-46.641482026083494,sao paulo,SP
"01019",-23.551500510127546,-46.63131236649549,são paulo,SP
"01050",-23.548470601708207,-46.64047556564139,sao paulo,SP
"01046",-23.5463617507646,-46.64307284055626,sao paulo,SP
"01012",-23.54711929087078,-46.63488111172018,sao paulo,SP
"01001",-23.549779299469115,-46.6339571183853,são paulo,SP
"01031",-23.542520789115148,-46.63533516134283,sao paulo,SP
"01014",-23.54533828642738,-46.63358224756194,sao paulo,SP
"01026",-23.54001724395527,-46.629740913122546,sao paulo,SP
"01021",-23.540914236193654,-46.63213975243804,sao paulo,SP
"01041",-23.544598893415696,-46.63915216818633,sao paulo,SP
"01005",-23.54977002637195,-46.63583891548848,sao paulo,SP
"01021",-23.544184662502165,-46.63264375243805,são paulo,SP
"01001",-23.551336655288804,-46.63402699777831,sao paulo,SP
"01005",-23.549980033585307,-46.63476783166945,são paulo,SP
"01045",-23.541794423538555,-46.64277789439665,sao paulo,SP
"01048",-23.547006156818018,-46.639455459749584,são paulo,SP
"01049",-23.547378373853096,-46.63881261379765,sao paulo,SP
"01022",-23.544497629753593,-46.631461751457095,sao paulo,SP
"01047",-23.546273112412678,-46.64122516971552,sao paulo,SP
"01050",-23.548723167349607,-46.64160299584504,sao paulo,SP
"01023",-23.542959247850415,-46.631904601159945,sao paulo,SP
"01014",-23.54533828642738,-46.63358224756194,sao paulo,SP
"01020",-23.551854317790983,-46.62920011656761,sao paulo,SP
"01028",-23.534879478157738,-46.639559272120486,sao paulo,SP
"01046",-23.545106152086156,-46.64381018541167,são paulo,SP
"01001",-23.550497706907514,-46.63433817805407,sao paulo,SP
"01003",-23.54904445268046,-46.63518261226844,sao paulo,SP
"01035",-23.54098377450212,-46.642568531063326,sao paulo,SP
"01013",-23.547325128224376,-46.63418378613892,sao paulo,SP
"01026",-23.53984025062037,-46.6302639919499,sao paulo,SP
"01027",-23.537706024150243,-46.63034353621102,são paulo,SP
"01030",-23.542961406053415,-46.63319578183975,sao paulo,SP
"01041",-23.54349553981771,-46.640523678313876,sao paulo,SP
"01050",-23.54891736303305,-46.642520665704815,são paulo,SP
"01046",-23.546081127035535,-46.64482029837157,sao paulo,SP
"01011",-23.546690486964888,-46.635446958807194,sao paulo,SP
"01046",-23.545884279214015,-46.643163191240035,sao paulo,SP
"01001",-23.550263371631395,-46.63419639384839,são paulo,SP
"01032",-23.541381136274456,-46.63552281556929,sao paulo,SP
"01022",-23.544310431040376,-46.632278959893824,sao paulo,SP
"01043",-23.54673076103639,-46.64072388787578,sao paulo,SP
"01046",-23.545165891770928,-46.643785796266464,sao paulo,SP
"01014",-23.546065945322866,-46.63347449901905,são paulo,SP
"01022",-23.544280236741912,-46.630819048012036,sao paulo,SP
"01017",-23.54981334999131,-46.63035027254893,são paulo,SP
"01039",-23.5417538351319,-46.63976074078128,sao paulo,SP
"01009",-23.54693540437998,-46.63658792659698,são paulo,SP
"01016",-23.54942699475266,-46.631921331563774,sao paulo,SP
"01012",-23.54663965084541,-46.63496394656362,sao paulo,SP
"01046",-23.545368575913177,-46.64318283002467,sao paulo,SP
"01020",-23.552495528997667,-46.632059999999996,sao paulo,SP
"01020",-23.552495528997667,-46.632059999999996,sao paulo,SP
"01019",-23.551387491805688,-46.631432373708854,sao paulo,SP
"01048",-23.546717843181977,-46.639356584107475,sao paulo,SP
"01032",-23.542460235356934,-46.63618792951116,sao paulo,SP
"01011",-23.546690486964888,-46.635446958807194,sao paulo,SP
"01046",-23.546817419095163,-46.64537999999999,sao paulo,SP
"01050",-23.54985418067981,-46.643139396906825,sao paulo,SP
"01039",-23.539819023861785,-46.63696720497428,sao paulo,SP
"01033",-23.542949999999962,-46.63529999999997,sao paulo,SP
"01009",-23.549074826533555,-46.63756198557327,sao paulo,SP
"01019",-23.5515057171793,-46.63111196142304,sao paulo,SP
"01032",-23.54159273604942,-46.63525058950317,sao paulo,SP
"01014",-23.54636265277865,-46.633676400917516,sao paulo,SP
"01009",-23.546340513734233,-46.636238503202634,são paulo,SP
"01012",-23.548945985189434,-46.63467113292871,sao paulo,SP
"01011",-23.546690486964888,-46.635446958807194,sao paulo,SP
"01032",-23.540742303912527,-46.635570638640374,são paulo,SP
"01001",-23.550497706907514,-46.63433817805407,sao paulo,SP
"01033",-23.540159399936574,-46.63548454731953,sao paulo,SP
"01031",-23.542520789115148,-46.63533516134283,sao paulo,SP
"01034",-23.542995562878023,-46.63757566934563,sao paulo,SP
"01025",-23.53831532619036,-46.6271321114026,são paulo,SP
"01027",-23.53778976963473,-46.63043882598531,sao paulo,SP
"01031",-23.542222369409696,-46.63567165652957,sao paulo,SP
"01023",-23.541866885913883,-46.631416656818026,são paulo,SP
"01008",-23.546357486265766,-46.63617648958398,sao paulo,SP
"01007",-23.551083240637045,-46.63570400444339,sao paulo,SP
"01020",-23.551854317790983,-46.62920011656761,sao paulo,SP
"01046",-23.546817419095163,-46.64537999999999,sao paulo,SP
"01017",-23.54981334999131,-46.63035027254893,sao paulo,SP
"01050",-23.54874766250217,-46.64239136704376,sao paulo,SP
"01028",-23.536424723844398,-46.63138992423106,sao paulo,SP
"01035",-23.542765908036525,-46.63961343105309,sao paulo,SP
"01050",-23.54857284791384,-46.64350528183976,sao paulo,SP
"01046",-23.54535489177092,-46.644014321801684,sao paulo,SP
"01023",-23.543690196779963,-46.63209105926476,sao paulo,SP
"01044",-23.544475407986656,-46.64244051581169,sao paulo,SP
"01005",-23.548758390789974,-46.6384109454671,sao paulo,SP
"01007",-23.550357583126537,-46.63738264071787,sao paulo,SP
"01049",-23.547765310577624,-46.64021604302036,sao paulo,SP
"01027",-23.538543767701494,-46.63006039148245,sao paulo,SP
"01004",-23.549534948092827,-46.63430666833054,sao paulo,SP
"01023",-23.541777387183288,-46.63065304010618,sao paulo,SP
"01050",-23.55073674632121,-46.64337116570483,sao paulo,SP
"01005",-23.548758390789974,-46.6384109454671,sao paulo,SP
"01014",-23.546128054677126,-46.63353151540766,sao paulo,SP
"01015",-23.54797349999999,-46.6334685,sao paulo,SP
"01035",-23.54098377450212,-46.642568531063326,são paulo,SP
"01034",-23.542391912574285,-46.63652250098094,sao paulo,SP
"01023",-23.54304024785041,-46.63192260115993,sao paulo,SP
"01035",-23.540983825979165,-46.64256855760085,sao paulo,SP
"01012",-23.548016567026384,-46.63455347209884,sao paulo,SP
"01047",-23.546273112412678,-46.64122516971552,sao paulo,SP
"01046",-23.546081127035535,-46.64482029837157,sao paulo,SP
"01031",-23.542520789115148,-46.63533516134283,sao paulo,SP
"01037",-23.54586691428615,-46.639685399390586,sao paulo,SP
"01002",-23.548551065785627,-46.63507239078997,sao paulo,SP
"01034",-23.54214394725612,-46.63745558840666,sao paulo,SP
"01031",-23.542520789115148,-46.63533516134283,sao paulo,SP
"01046",-23.54639669248079,-46.643059340556235,sao paulo,SP
"01036",-23.542828083530566,-46.63939930668248,sao paulo,SP
"01028",-23.536027749379617,-46.632878533585306,sao paulo,SP
"01027",-23.538560793236705,-46.62998839148246,sao paulo,SP
"01028",-23.536424723844398,-46.63138992423106,são paulo,SP
"01014",-23.54533828642738,-46.63358224756194,sao paulo,SP
"01046",-23.54711381127012,-46.64569331848347,sao paulo,SP
"01018",-23.550218647763327,-46.631879999999995,sao paulo,SP
"01046",-23.546381972243076,-46.642893706619056,sao paulo,SP
"01018",-23.550218647763327,-46.631879999999995,sao paulo,SP
"01034",-23.54214394725612,-46.63745558840666,sao paulo,SP
"01031",-23.537304315614186,-46.633862438491114,sao paulo,SP
"01036",-23.540272502625726,-46.64390844295695,sao paulo,SP
"01020",-23.551247650297142,-46.628331542472104,sao paulo,SP
"01048",-23.546717843181977,-46.639356584107475,sao paulo,SP
"01017",-23.548851827918533,-46.63120714847948,sao paulo,SP
"01027",-23.537744895089144,-46.62934441534424,sao paulo,SP
"01020",-23.552494470713864,-46.631394,sao paulo,SP
"01026",-23.540654472935568,-46.62894329724743,sao paulo,SP
"01037",-23.544342240637054,-46.638345018033405,sao paulo,SP
"01039",-23.5417538351319,-46.63976074078128,sao paulo,SP
"01021",-23.544601267331373,-46.63253954514836,sao paulo,SP
"01050",-23.548801662502175,-46.642373367043746,sao paulo,SP
"01017",-23.548632223151916,-46.63136889537759,sao paulo,SP
"01031",-23.541997726613936,-46.63482435968365,sao paulo,SP
"01048",-23.546167438253743,-46.638926759911215,são paulo,SP
"01032",-23.538046096860775,-46.63465884583635,são paulo,SP
"01045",-23.54275397723474,-46.641482026083494,sao paulo,SP
"01017",-23.54981334999131,-46.63035027254893,sao paulo,SP
"01033",-23.542949999999962,-46.63529999999997,sao paulo,SP
"01002",-23.54831797807146,-46.63542110199666,sao paulo,SP
"01023",-23.539021407438398,-46.63072986511052,sao paulo,SP
"01045",-23.542303065497162,-46.64280268887412,sao paulo,SP
"01026",-23.53984025062037,-46.6302639919499,sao paulo,SP
"01050",-23.54896235221301,-46.64394260407413,sao paulo,SP
"01017",-23.55001091199737,-46.63116636914989,sao paulo,SP
"01015",-23.54956898779498,-46.62908488080666,são paulo,SP
"01040",-23.543111356853643,-46.64104437508053,são paulo,SP
"01042",-23.545322455998683,-46.639722845951944,são paulo,SP
"01002",-23.548878451007027,-46.634003628224384,sao paulo,SP
"01032",-23.54180873604943,-46.63504906396794,sao paulo,SP
"01050",-23.549433308067456,-46.64461567513988,sao paulo,SP
"01030",-23.538399296150907,-46.632887607680814,sao paulo,SP
"01037",-23.543137194010004,-46.637608610595,são paulo,SP
"01003",-23.5489584902063,-46.63486176165939,sao paulo,SP
"01034",-23.543308492339513,-46.63846917609737,sao paulo,SP
"01033",-23.536859249235395,-46.635793333342896,sao paulo,SP
"01014",-23.54636265277865,-46.633676400917516,sao paulo,SP
"01004",-23.550765432973616,-46.635323406601664,sao paulo,SP
"01033",-23.540159399936574,-46.63548454731953,são paulo,SP
"01035",-23.540204555658082,-46.644147057043064,sao paulo,SP
"01014",-23.54681642028706,-46.63344674886627,são paulo,SP
"01049",-23.547792310577627,-46.6405883119626,sao paulo,SP
"01041",-23.54349553981771,-46.640523678313876,sao paulo,SP
"01005",-23.54947149598929,-46.637403877748234,sao paulo,SP
"01036",-23.542828083530566,-46.63939930668248,sao paulo,SP
"01002",-23.548551065785627,-46.63507239078997,sao paulo,SP
"01027",-23.537863257833738,-46.632533050233725,sao paulo,SP
"01017",-23.54968991921072,-46.63051281086609,sao paulo,SP
"01046",-23.545165891770928,-46.643785796266464,sao paulo,SP
"01050",-23.549844542039416,-46.645819758122194,sao paulo,SP
"01046",-23.546817419095163,-46.64537999999999,sao paulo,SP
"01050",-23.548755593946588,-46.642789203733535,sao paulo,SP
"01012",-23.546912290870775,-46.63494058618495,são paulo,SP
"01048",-23.547634911449112,-46.641159240637045,sao paulo,SP
"01045",-23.542925000621707,-46.643423947383695,sao paulo,SP
"01034",-23.54214394725612,-46.63745558840666,sao paulo,SP
"01036",-23.541700023861782,-46.64131782056096,sao paulo,SP
"01027",-23.538015199549932,-46.631947411045076,sao paulo,SP
"01046",-23.546381972243076,-46.642893706619056,são paulo,SP
"01032",-23.5398418758395,-46.63514797691531,sao paulo,SP
"01045",-23.542303065497162,-46.64280268887412,sao paulo,SP
"01042",-23.54504537246811,-46.640187927145234,sao paulo,SP
"01009",-23.54693540437998,-46.63658792659698,sao paulo,SP
"01031",-23.542520789115148,-46.63533516134283,sao paulo,SP
"01046",-23.546081127035535,-46.64482029837157,sao paulo,SP
"01009",-23.546340513734233,-46.636238503202634,sao paulo,SP
"01026",-23.53984025062037,-46.6302639919499,sao paulo,SP
"01021",-23.544870139332875,-46.632376895377604,sao paulo,SP
"01026",-23.539439503750902,-46.63306386663973,são paulo,SP
"01007",-23.550545524842725,-46.63694164071784,sao paulo,SP
"01046",-23.545165891770928,-46.643785796266464,sao paulo,SP
"01023",-23.542318875382307,-46.63085321481338,sao paulo,SP
"01036",-23.543825637515205,-46.637489965577984,sao paulo,SP
"01048",-23.546871901465792,-46.63943652582367,sao paulo,SP
"01046",-23.546081127035535,-46.64482029837157,são paulo,SP
"01050",-23.5506287463212,-46.64334972398863,sao paulo,SP
"01041",-23.544638172081456,-46.639200813491804,são paulo,SP
"01027",-23.538015199549932,-46.631947411045076,sao paulo,SP
"01032",-23.5398418758395,-46.63514797691531,sao paulo,SP
"01001",-23.550497706907514,-46.63433817805407,sao paulo,SP
"01023",-23.544086196779958,-46.63215953372953,sao paulo,SP
"01032",-23.540742303912527,-46.635570638640374,sao paulo,SP
"01034",-23.542995562878023,-46.63757566934563,sao paulo,SP
"01035",-23.5439473297362,-46.63739650167344,sao paulo,SP
"01023",-23.54357074493623,-46.6320114590571,são paulo,SP
"01036",-23.53975390802412,-46.64480666210705,sao paulo,SP
"01046",-23.547190641410353,-46.64292284776962,sao paulo,SP
"01023",-23.54133390452421,-46.63082990175424,sao paulo,SP
"01027",-23.53785276963473,-46.6304668842691,sao paulo,SP
"01037",-23.543137194010004,-46.637608610595,sao paulo,SP
"01007",-23.550096635581966,-46.637934794477474,são paulo,SP
"01007",-23.55092535858965,-46.63591116180967,sao paulo,SP
"01026",-23.53984025062037,-46.6302639919499,sao paulo,SP
"01032",-23.5398418758395,-46.63514797691531,são paulo,SP
"01006",-23.55052430835593,-46.63669363835193,sao paulo,SP
"01014",-23.544631844566954,-46.63393720301238,são paulo,SP
"01041",-23.544184893415704,-46.63966516818631,sao paulo,SP
"01035",-23.5439473297362,-46.63739650167344,sao paulo,SP
"01026",-23.539439503750902,-46.63306386663973,sao paulo,SP
"01025",-23.540485750078606,-46.631982283161,são paulo,SP
"01047",-23.546774768769353,-46.64251431141433,sao paulo,SP
"01046",-23.546081127035535,-46.64482029837157,sao paulo,SP
"01046",-23.546081127035535,-46.64482029837157,são paulo,SP
"01030",-23.540921999999995,-46.63279105438866,sao paulo,SP
"01050",-23.548801662502175,-46.642373367043746,sao paulo,SP
"01026",-23.540654472935568,-46.62894329724743,sao paulo,SP
"01035",-23.54317293656554,-46.638889149783296,sao paulo,SP
"01003",-23.549083261659398,-46.63486400979368,sao paulo,SP
"01050",-23.54985418067981,-46.643139396906825,sao paulo,SP
"01033",-23.536859249235395,-46.635793333342896,sao paulo,SP
"01008",-23.5480135387212,-46.637097428385985,são paulo,SP
"01003",-23.548900652778652,-46.63715701234924,sao paulo,SP
"01004",-23.549496915344246,-46.63446769386576,sao paulo,SP
"01049",-23.547837310577627,-46.64099781196259,sao paulo,SP
"01046",-23.545368575913177,-46.64318283002467,sao paulo,SP
"01047",-23.54731074271453,-46.64142302885344,sao paulo,SP
"01018",-23.550218647763327,-46.631879999999995,sao paulo,SP
"01045",-23.542274609210022,-46.642093554532906,sao paulo,SP
"01047",-23.54731074271453,-46.64142302885344,sao paulo,SP
"01017",-23.548851827918533,-46.63120714847948,sao paulo,SP
"01020",-23.55223547100232,-46.6284406588955,são paulo,SP
"01046",-23.546081127035535,-46.64482029837157,sao paulo,SP
"01014",-23.54533828642738,-46.63358224756194,sao paulo,SP
"01010",-23.547806958346342,-46.63612181853806,são paulo,SP
"01050",-23.548604522332578,-46.641361326677796,sao paulo,SP
"01042",-23.545394591176624,-46.63971870122335,são paulo,SP
"01001",-23.551336655288804,-46.63402699777831,sao paulo,SP
"01038",-23.543672416325194,-46.63971305453289,sao paulo,SP
"01009",-23.54693540437998,-46.63658792659698,sao paulo,SP
"01004",-23.549534948092827,-46.63430666833054,sao paulo,SP
"01046",-23.54639669248079,-46.643059340556235,sao paulo,SP
"01019",-23.552151883432384,-46.63080224715792,são paulo,SP
"01008",-23.544924107421014,-46.6352808852214,sao paulo,SP
"01044",-23.544572343874464,-46.64233174034858,sao paulo,SP
"01036",-23.540176426812717,-46.64415913591924,sao paulo,SP
"01002",-23.548878451007027,-46.634003628224384,sao paulo,SP
"01046",-23.54535489177092,-46.644014321801684,sao paulo,SP
"01009",-23.546340513734233,-46.636238503202634,sao paulo,SP
"01009",-23.546340513734233,-46.636238503202634,sao paulo,SP
"01050",-23.549009406053422,-46.642812281839745,sao paulo,SP
"01017",-23.5492954052167,-46.63207469510652,sao paulo,SP
"01008",-23.54469506356392,-46.63508137079466,sao paulo,SP
"01041",-23.544638172081456,-46.639200813491804,são paulo,SP
"01036",-23.542828083530566,-46.63939930668248,sao paulo,SP
"01013",-23.547686322234377,-46.6341397692307,sao paulo,SP
"01033",-23.54077242862274,-46.63658627751788,sao paulo,SP
"01045",-23.542487362746506,-46.64293486717402,sao paulo,SP
"01046",-23.546817419095163,-46.64537999999999,sao paulo,SP
"01017",-23.5492954052167,-46.63207469510652,sao paulo,SP
"01036",-23.54045127670386,-46.64357021994927,sao paulo,SP
"01039",-23.5417538351319,-46.63976074078128,sao paulo,SP
"01049",-23.54877762753189,-46.640497055225396,sao paulo,SP
"01043",-23.544734636418685,-46.64252349042071,sao paulo,SP
"01050",-23.548801662502175,-46.642373367043746,sao paulo,SP
"01042",-23.545051649171974,-46.64007245239201,sao paulo,SP
"01019",-23.5522679089676,-46.630692214409336,sao paulo,SP
"01037",-23.546462574239737,-46.64014529975757,sao paulo,SP
"01049",-23.547792310577627,-46.6405883119626,são paulo,SP
"01046",-23.546081127035535,-46.64482029837157,sao paulo,SP
"01001",-23.5498252739339,-46.63396956010149,sao paulo,SP
"01035",-23.5439473297362,-46.63739650167344,sao paulo,SP
"01003",-23.548939576172973,-46.63678795989381,sao paulo,SP
"01014",-23.546460394396654,-46.63409123397196,sao paulo,SP
"01019",-23.551387491805688,-46.631432373708854,sao paulo,SP
"01015",-23.54956898779498,-46.62908488080666,sao paulo,SP
"01046",-23.546081127035535,-46.64482029837157,sao paulo,SP
"01050",-23.548487627243432,-46.640686594090816,sao paulo,SP
"01026",-23.539439503750902,-46.63306386663973,são paulo,SP
"01033",-23.540159399936574,-46.63548454731953,sao paulo,SP
"01032",-23.5398418758395,-46.63514797691531,sao paulo,SP
"01027",-23.538015199549932,-46.631947411045076,sao paulo,SP
"01049",-23.54530659310986,-46.636994571065735,sao paulo,SP
"01001",-23.5498252739339,-46.63396956010149,sao paulo,SP
"01048",-23.54651984318198,-46.6392350841075,sao paulo,SP
"01048",-23.547634911449112,-46.641159240637045,sao paulo,SP
"01032",-23.54162040605342,-46.63581283291019,sao paulo,SP
"01035",-23.540204555658082,-46.644147057043064,sao paulo,SP
"01042",-23.545394591176624,-46.63971870122335,sao paulo,SP
"01050",-23.54960349096896,-46.64500836456226,sao paulo,SP
"01011",-23.546690486964888,-46.635446958807194,sao paulo,SP
"01033",-23.53805926617227,-46.63596154951257,sao paulo,SP
"01003",-23.54904445268046,-46.63518261226844,sao paulo,SP
"01037",-23.544926340816048,-46.63828813168683,sao paulo,SP
"01017",-23.548851827918533,-46.63120714847948,sao paulo,SP
"01016",-23.548495128772636,-46.633490627676125,sao paulo,SP
"01050",-23.54874766250217,-46.64239136704376,são paulo,SP
"01011",-23.547639550320632,-46.63603162315495,sao paulo,SP
"01010",-23.545657005828375,-46.63457024562871,sao paulo,SP
"01021",-23.542808668330554,-46.632379409948555,sao paulo,SP
"01034",-23.54214394725612,-46.63745558840666,sao paulo,SP
"01050",-23.5489498215419,-46.64192751526344,sao paulo,SP
"01041",-23.54320753981771,-46.64090617831388,são paulo,SP
"01048",-23.547448918662464,-46.64016924063704,sao paulo,SP
"01026",-23.53984025062037,-46.6302639919499,sao paulo,SP
"01032",-23.54159273604942,-46.63525058950317,sao paulo,SP
"01009",-23.54693540437998,-46.63658792659698,sao paulo,SP
"01010",-23.545361513938836,-46.6346895341229,sao paulo,SP
"01007",-23.547654602971303,-46.6370363970287,sao paulo,SP
"01014",-23.54533828642738,-46.63358224756194,sao paulo,SP
"01013",-23.547307871775626,-46.634251279358246,sao paulo,SP
"01014",-23.546940580846673,-46.633311921420805,sao paulo,SP
"01046",-23.545368575913177,-46.64318283002467,sao paulo,SP
"01042",-23.545322455998683,-46.639722845951944,são paulo,SP
"01022",-23.54452462975358,-46.631461751457095,sao paulo,SP
"01020",-23.552533361648077,-46.62960898251487,sao paulo,SP
"01001",-23.54929199999999,-46.633559478233785,sao paulo,SP
"01011",-23.546690486964888,-46.635446958807194,são paulo,SP
"01046",-23.54639669248079,-46.643059340556235,sao paulo,SP
"01034",-23.541956005539916,-46.63716661394188,sao paulo,SP
"01006",-23.5495063030758,-46.63622549584506,sao paulo,SP
